,AQI Value,CO AQI Value,Ozone AQI Value,NO2 AQI Value,PM2.5 AQI Value,clusters,cluster
791,197,1,42,0,197,1,red
792,161,1,32,1,161,1,red
793,157,1,36,0,157,1,red
794,158,1,38,0,158,1,red
795,81,0,23,0,81,0,yellow
796,54,1,21,0,54,0,yellow
797,58,2,17,15,58,0,yellow
798,151,1,33,0,151,1,red
799,409,1,44,0,356,2,black
800,71,1,40,1,71,0,yellow
801,40,1,7,6,40,0,yellow
802,186,2,108,1,186,1,red
803,101,1,62,0,101,1,red
804,191,7,9,18,191,1,red
805,160,1,45,0,160,1,red
806,38,1,38,0,15,0,yellow
807,89,1,39,0,89,0,yellow
808,56,1,13,0,56,0,yellow
809,51,1,35,2,51,0,yellow
810,74,1,8,13,74,0,yellow
811,48,1,48,3,36,0,yellow
812,12,0,12,0,11,0,yellow
813,42,1,28,10,42,0,yellow
814,185,1,55,0,185,1,red
815,27,1,27,4,19,0,yellow
816,15,0,15,0,10,0,yellow
817,82,1,42,2,82,0,yellow
818,33,1,33,2,24,0,yellow
819,67,2,10,8,67,0,yellow
820,40,1,14,0,40,0,yellow
821,33,0,33,1,32,0,yellow
822,90,4,20,0,90,0,yellow
823,43,2,21,0,43,0,yellow
824,44,1,24,4,44,0,yellow
825,35,1,15,1,35,0,yellow
826,500,1,42,0,435,2,black
827,170,0,33,0,170,1,red
828,55,1,29,0,55,0,yellow
829,47,1,36,0,47,0,yellow
830,25,0,15,0,25,0,yellow
831,150,0,27,0,150,1,red
832,65,1,22,1,65,0,yellow
833,168,1,42,0,168,1,red
834,75,3,15,1,75,0,yellow
835,37,1,37,0,13,0,yellow
836,151,1,41,0,151,1,red
837,50,0,21,0,50,0,yellow
838,112,1,27,3,112,1,red
839,49,0,23,0,49,0,yellow
840,34,1,17,3,34,0,yellow
841,49,1,30,5,49,0,yellow
842,109,3,5,9,109,1,red
843,53,1,26,7,53,0,yellow
844,72,1,7,14,72,0,yellow
845,48,1,15,0,48,0,yellow
846,190,4,190,1,164,1,red
847,54,0,27,0,54,0,yellow
848,167,3,123,1,167,1,red
849,43,1,25,4,43,0,yellow
850,41,1,26,4,41,0,yellow
851,40,1,40,2,20,0,yellow
852,61,1,8,4,61,0,yellow
853,35,1,35,3,17,0,yellow
854,60,1,20,6,60,0,yellow
855,62,1,26,1,62,0,yellow
856,28,0,28,2,20,0,yellow
857,42,1,28,4,42,0,yellow
858,67,1,36,3,67,0,yellow
859,30,1,30,3,22,0,yellow
860,50,1,14,3,50,0,yellow
861,52,1,36,1,52,0,yellow
862,58,1,28,2,58,0,yellow
863,58,1,14,10,58,0,yellow
864,33,0,19,0,33,0,yellow
865,175,2,145,1,175,1,red
866,138,4,25,4,138,1,red
867,162,1,38,0,162,1,red
868,36,1,36,0,33,0,yellow
869,44,0,23,0,44,0,yellow
870,105,2,59,1,105,1,red
871,213,1,43,0,213,1,red
872,169,1,36,0,169,1,red
873,265,2,91,1,265,1,red
874,49,1,31,6,49,0,yellow
875,68,1,24,0,68,0,yellow
876,69,1,39,0,69,0,yellow
877,54,1,29,1,54,0,yellow
878,23,1,23,6,18,0,yellow
879,63,1,24,3,63,0,yellow
880,31,1,31,1,21,0,yellow
881,34,0,33,0,34,0,yellow
882,34,0,34,1,31,0,yellow
883,46,1,2,0,46,0,yellow
884,32,0,11,2,32,0,yellow
885,58,1,48,1,58,0,yellow
886,176,4,176,5,129,1,red
887,36,0,16,0,36,0,yellow
888,49,1,25,11,49,0,yellow
889,59,2,16,4,59,0,yellow
890,180,2,151,1,180,1,red
891,27,0,27,0,13,0,yellow
892,194,3,176,2,194,1,red
893,74,2,17,1,74,0,yellow
894,35,1,35,1,13,0,yellow
895,29,1,29,2,20,0,yellow
896,54,0,25,0,54,0,yellow
897,58,2,18,21,58,0,yellow
898,89,1,25,1,89,0,yellow
899,42,0,35,1,42,0,yellow
900,36,1,25,7,36,0,yellow
901,91,0,25,0,91,0,yellow
902,206,7,206,9,167,1,red
903,67,1,38,2,67,0,yellow
904,51,1,22,5,51,0,yellow
905,162,1,37,0,162,1,red
906,187,2,106,1,187,1,red
907,157,3,157,1,126,1,red
908,163,1,71,1,163,1,red
909,87,1,36,0,87,0,yellow
910,32,0,16,0,32,0,yellow
911,85,0,25,0,85,0,yellow
912,45,1,22,5,45,0,yellow
913,55,1,40,1,55,0,yellow
914,114,3,8,37,114,1,red
915,50,1,31,1,50,0,yellow
916,13,0,13,1,12,0,yellow
917,88,3,7,8,88,0,yellow
918,33,1,33,2,30,0,yellow
919,38,0,38,1,19,0,yellow
920,33,1,33,2,23,0,yellow
921,47,1,21,2,47,0,yellow
922,500,1,45,0,364,2,black
923,33,1,33,2,29,0,yellow
924,40,1,22,4,40,0,yellow
925,195,3,5,15,195,1,red
926,99,4,99,5,97,1,red
927,183,4,183,2,115,1,red
928,66,1,22,0,66,0,yellow
929,15,0,15,0,15,0,yellow
930,52,1,28,1,52,0,yellow
931,70,1,23,2,70,0,yellow
932,38,1,27,4,38,0,yellow
933,32,1,14,0,32,0,yellow
934,72,3,0,10,72,0,yellow
935,500,1,45,0,386,2,black
936,29,0,28,1,29,0,yellow
937,67,1,36,0,67,0,yellow
938,57,1,25,1,57,0,yellow
939,31,1,11,0,31,0,yellow
940,60,1,37,0,60,0,yellow
941,54,1,22,0,54,0,yellow
942,49,1,49,0,36,0,yellow
943,148,1,32,0,148,1,red
944,32,1,32,1,15,0,yellow
945,17,0,16,0,17,0,yellow
946,33,1,33,0,10,0,yellow
947,44,1,44,4,31,0,yellow
948,61,1,24,10,61,0,yellow
949,25,1,25,0,19,0,yellow
950,39,1,27,5,39,0,yellow
951,52,0,34,1,52,0,yellow
952,57,0,24,0,57,0,yellow
953,191,2,163,1,191,1,red
954,28,1,28,2,25,0,yellow
955,85,2,40,1,85,0,yellow
956,31,1,31,0,31,0,yellow
957,58,1,28,0,58,0,yellow
958,38,1,23,3,38,0,yellow
959,33,0,33,0,21,0,yellow
960,38,1,23,3,38,0,yellow
961,52,1,6,5,52,0,yellow
962,79,2,27,0,79,0,yellow
963,40,0,29,1,40,0,yellow
964,36,1,36,0,24,0,yellow
965,39,1,39,4,38,0,yellow
966,151,1,61,0,151,1,red
967,70,1,38,0,70,0,yellow
968,102,0,43,0,102,0,yellow
969,34,1,25,0,34,0,yellow
970,110,2,71,3,110,1,red
971,111,2,42,8,111,1,red
972,77,2,10,27,77,0,yellow
973,66,1,25,0,66,0,yellow
974,52,1,6,1,52,0,yellow
975,55,1,12,0,55,0,yellow
976,44,1,33,3,44,0,yellow
977,66,1,32,1,66,0,yellow
978,110,2,110,1,59,0,yellow
979,467,1,102,1,400,2,black
980,37,1,37,1,30,0,yellow
981,157,2,84,2,157,1,red
982,39,0,31,1,39,0,yellow
983,179,3,102,4,179,1,red
984,51,1,27,2,51,0,yellow
985,52,1,27,2,52,0,yellow
986,36,0,27,3,36,0,yellow
987,50,0,29,1,50,0,yellow
988,51,1,28,9,51,0,yellow
989,79,3,5,9,79,0,yellow
990,48,1,18,5,48,0,yellow
991,57,1,30,6,57,0,yellow
992,99,3,11,11,99,0,yellow
993,32,0,32,0,21,0,yellow
994,24,1,24,2,17,0,yellow
995,32,1,32,2,26,0,yellow
996,51,1,7,4,51,0,yellow
997,72,1,26,0,72,0,yellow
998,29,1,29,2,23,0,yellow
999,172,2,172,4,150,1,red
1000,81,1,34,0,81,0,yellow
1001,32,0,32,1,22,0,yellow
1002,74,0,40,0,74,0,yellow
1003,130,1,30,0,130,1,red
1004,55,2,1,3,55,0,yellow
1005,38,1,28,4,38,0,yellow
1006,31,1,31,2,25,0,yellow
1007,56,2,1,5,56,0,yellow
1008,40,1,40,1,30,0,yellow
1009,45,1,32,8,45,0,yellow
1010,301,1,82,1,301,2,black
1011,59,2,41,5,59,0,yellow
1012,78,0,37,0,78,0,yellow
1013,28,1,27,2,28,0,yellow
1014,44,1,44,0,33,0,yellow
1015,13,1,2,0,13,0,yellow
1016,51,1,12,4,51,0,yellow
1017,30,0,30,2,26,0,yellow
1018,49,1,49,0,47,0,yellow
1019,46,1,19,4,46,0,yellow
1020,217,3,103,1,217,1,red
1021,38,1,38,1,36,0,yellow
1022,32,0,13,0,32,0,yellow
1023,64,2,5,15,64,0,yellow
1024,58,1,24,4,58,0,yellow
1025,157,4,17,2,157,1,red
1026,84,1,9,15,84,0,yellow
1027,78,2,9,28,78,0,yellow
1028,31,1,31,0,28,0,yellow
1029,40,1,28,4,40,0,yellow
1030,38,0,38,1,19,0,yellow
1031,51,1,21,5,51,0,yellow
1032,43,1,17,4,43,0,yellow
1033,37,0,28,1,37,0,yellow
1034,72,1,34,3,72,0,yellow
1035,66,2,12,15,66,0,yellow
1036,75,2,5,14,75,0,yellow
1037,39,0,39,0,19,0,yellow
1038,44,1,8,3,44,0,yellow
1039,57,1,6,2,57,0,yellow
1040,59,2,1,6,59,0,yellow
1041,32,1,25,1,32,0,yellow
1042,85,1,27,6,85,0,yellow
1043,150,1,24,2,150,1,red
1044,99,3,41,6,99,0,yellow
1045,34,1,34,2,27,0,yellow
1046,37,1,37,1,24,0,yellow
1047,144,3,4,12,144,1,red
1048,64,1,29,4,64,0,yellow
1049,58,1,27,1,58,0,yellow
1050,31,1,25,3,31,0,yellow
1051,129,3,129,3,78,1,red
1052,72,2,17,7,72,0,yellow
1053,62,1,56,4,62,0,yellow
1054,70,2,28,2,70,0,yellow
1055,159,3,159,2,94,1,red
1056,95,3,8,11,95,0,yellow
1057,34,1,33,2,34,0,yellow
1058,68,2,29,2,68,0,yellow
1059,124,4,44,7,124,1,red
1060,36,1,23,1,36,0,yellow
1061,70,1,63,1,70,0,yellow
1062,32,1,32,2,24,0,yellow
1063,33,1,33,1,33,0,yellow
1064,39,1,29,4,39,0,yellow
1065,61,1,40,0,61,0,yellow
1066,54,1,47,0,54,0,yellow
1067,174,1,46,0,174,1,red
1068,40,1,40,2,33,0,yellow
1069,89,2,36,1,89,0,yellow
1070,83,1,11,12,83,0,yellow
1071,38,0,38,0,20,0,yellow
1072,37,1,37,1,24,0,yellow
1073,34,1,28,4,34,0,yellow
1074,417,1,49,1,323,2,black
1075,38,1,32,1,38,0,yellow
1076,53,1,45,1,53,0,yellow
1077,48,1,48,1,33,0,yellow
1078,64,1,44,0,64,0,yellow
1079,31,1,31,1,26,0,yellow
1080,32,0,32,1,26,0,yellow
1081,174,9,38,23,174,1,red
1082,35,1,33,2,35,0,yellow
1083,93,2,6,17,93,0,yellow
1084,25,1,7,1,25,0,yellow
1085,29,0,29,1,17,0,yellow
1086,56,1,20,7,56,0,yellow
1087,38,1,38,0,14,0,yellow
1088,31,1,18,0,31,0,yellow
1089,500,1,55,1,500,2,black
1090,69,1,15,0,69,0,yellow
1091,36,1,5,3,36,0,yellow
1092,45,1,45,1,25,0,yellow
1093,47,1,30,8,47,0,yellow
1094,61,1,27,2,61,0,yellow
1095,46,1,26,4,46,0,yellow
1096,43,1,31,0,43,0,yellow
1097,26,0,16,0,26,0,yellow
1098,59,1,13,6,59,0,yellow
1099,44,1,21,8,44,0,yellow
1100,72,2,16,10,72,0,yellow
1101,32,1,17,0,32,0,yellow
1102,46,1,23,4,46,0,yellow
1103,35,1,35,1,29,0,yellow
1104,46,1,32,0,46,0,yellow
1105,64,2,9,7,64,0,yellow
1106,125,4,4,36,125,1,red
1107,24,0,13,0,24,0,yellow
1108,50,1,22,5,50,0,yellow
1109,50,1,19,5,50,0,yellow
1110,452,1,72,1,333,2,black
1111,48,2,21,0,48,0,yellow
1112,62,1,47,0,62,0,yellow
1113,30,0,16,0,30,0,yellow
1114,67,4,20,1,67,0,yellow
1115,42,1,14,2,42,0,yellow
1116,54,1,19,6,54,0,yellow
1117,52,1,28,1,52,0,yellow
1118,209,1,44,0,209,1,red
1119,500,0,35,0,426,2,black
1120,152,1,41,0,152,1,red
1121,153,0,38,0,153,1,red
1122,51,1,51,1,44,0,yellow
1123,108,2,47,1,108,1,red
1124,64,1,23,2,64,0,yellow
1125,142,1,38,0,142,1,red
1126,356,2,100,1,354,2,black
1127,78,2,43,6,78,0,yellow
1128,39,1,39,0,18,0,yellow
1129,73,2,40,10,73,0,yellow
1130,34,1,34,2,28,0,yellow
1131,34,1,25,5,34,0,yellow
1132,57,1,45,4,57,0,yellow
1133,39,1,20,4,39,0,yellow
1134,47,0,27,3,47,0,yellow
1135,60,1,29,1,60,0,yellow
1136,64,3,14,1,64,0,yellow
1137,33,0,15,0,33,0,yellow
1138,32,1,32,0,9,0,yellow
1139,39,1,37,0,39,0,yellow
1140,32,0,32,1,18,0,yellow
1141,51,0,31,0,51,0,yellow
1142,112,1,47,0,112,1,red
1143,55,1,55,0,42,0,yellow
1144,37,0,26,0,37,0,yellow
1145,43,1,33,0,43,0,yellow
1146,291,1,41,0,291,2,black
1147,52,1,48,3,52,0,yellow
1148,61,2,37,4,61,0,yellow
1149,192,1,33,0,192,1,red
1150,151,3,151,2,97,1,red
1151,58,1,47,3,58,0,yellow
1152,48,1,9,4,48,0,yellow
1153,42,1,39,4,42,0,yellow
1154,29,1,6,1,29,0,yellow
1155,41,0,26,1,41,0,yellow
1156,28,1,28,0,12,0,yellow
1157,43,1,14,1,43,0,yellow
1158,32,1,32,1,29,0,yellow
1159,52,1,35,4,52,0,yellow
1160,17,0,17,0,3,0,yellow
1161,37,1,22,1,37,0,yellow
1162,101,2,90,1,101,1,red
1163,55,1,27,4,55,0,yellow
1164,54,1,36,3,54,0,yellow
1165,88,3,0,7,88,0,yellow
1166,24,0,16,1,24,0,yellow
1167,76,1,39,1,76,0,yellow
1168,151,4,146,1,151,1,red
1169,61,0,26,0,61,0,yellow
1170,65,1,28,4,65,0,yellow
1171,35,1,35,0,16,0,yellow
1172,37,1,37,0,16,0,yellow
1173,43,2,23,5,43,0,yellow
1174,48,1,12,13,48,0,yellow
1175,71,1,24,4,71,0,yellow
1176,63,1,23,7,63,0,yellow
1177,27,0,27,0,10,0,yellow
1178,64,1,39,1,64,0,yellow
1179,28,1,24,3,28,0,yellow
1180,37,1,30,3,37,0,yellow
1181,53,2,23,6,53,0,yellow
1182,59,1,17,0,59,0,yellow
1183,53,1,27,0,53,0,yellow
1184,74,2,47,0,74,0,yellow
1185,50,1,27,5,50,0,yellow
1186,97,2,70,1,97,0,yellow
1187,171,1,44,0,171,1,red
1188,62,1,23,1,62,0,yellow
1189,148,3,148,0,140,1,red
1190,67,2,17,0,67,0,yellow
1191,51,1,19,15,51,0,yellow
1192,15,0,14,0,15,0,yellow
1193,20,0,7,1,20,0,yellow
1194,69,0,22,0,69,0,yellow
1195,74,3,20,26,74,0,yellow
1196,34,1,34,0,28,0,yellow
1197,103,1,19,4,103,0,yellow
1198,32,0,18,1,32,0,yellow
1199,62,2,49,7,62,0,yellow
1200,200,5,200,7,163,1,red
1201,94,1,45,1,94,0,yellow
1202,58,2,31,4,58,0,yellow
1203,151,1,31,5,151,1,red
1204,156,8,2,21,156,1,red
1205,14,0,14,0,13,0,yellow
1206,49,1,28,6,49,0,yellow
1207,51,1,22,6,51,0,yellow
1208,49,1,31,0,49,0,yellow
1209,159,3,159,1,79,1,red
1210,30,1,30,3,20,0,yellow
1211,40,1,35,1,40,0,yellow
1212,72,2,15,16,72,0,yellow
1213,51,1,35,0,51,0,yellow
1214,85,2,85,1,61,0,yellow
1215,37,1,26,0,37,0,yellow
1216,87,4,14,33,87,0,yellow
1217,109,3,16,31,109,1,red
1218,56,1,35,4,56,0,yellow
1219,53,2,26,6,53,0,yellow
1220,69,1,38,2,69,0,yellow
1221,57,1,19,3,57,0,yellow
1222,62,1,33,1,62,0,yellow
1223,78,3,25,1,78,0,yellow
1224,90,2,7,8,90,0,yellow
1225,52,1,29,6,52,0,yellow
1226,30,0,30,0,26,0,yellow
1227,56,1,30,1,56,0,yellow
1228,32,0,32,1,17,0,yellow
1229,53,1,23,3,53,0,yellow
1230,57,1,43,2,57,0,yellow
1231,45,1,35,2,45,0,yellow
1232,67,2,35,13,67,0,yellow
1233,34,1,34,2,30,0,yellow
1234,54,1,25,6,54,0,yellow
1235,65,1,21,1,65,0,yellow
1236,70,2,28,16,70,0,yellow
1237,105,3,12,26,105,0,yellow
1238,59,1,36,4,59,0,yellow
1239,83,1,38,3,83,0,yellow
1240,33,0,33,1,9,0,yellow
1241,40,1,40,2,30,0,yellow
1242,84,2,19,3,84,0,yellow
1243,39,1,18,0,39,0,yellow
1244,20,0,16,1,20,0,yellow
1245,75,2,29,8,75,0,yellow
1246,32,1,30,7,32,0,yellow
1247,39,2,10,0,39,0,yellow
1248,154,3,107,2,154,1,red
1249,78,6,17,3,78,0,yellow
1250,32,0,32,2,16,0,yellow
1251,125,2,52,1,125,1,red
1252,30,0,12,1,30,0,yellow
1253,52,1,12,2,52,0,yellow
1254,149,2,144,5,149,1,red
1255,43,1,12,5,43,0,yellow
1256,176,8,0,23,176,1,red
1257,117,1,44,0,117,1,red
1258,160,2,46,4,160,1,red
1259,165,4,78,6,165,1,red
1260,154,4,14,12,154,1,red
1261,42,1,42,0,26,0,yellow
1262,107,2,29,1,107,1,red
1263,35,1,35,0,15,0,yellow
1264,35,1,23,0,35,0,yellow
1265,58,1,58,0,54,0,yellow
1266,51,1,15,0,51,0,yellow
1267,19,0,14,0,19,0,yellow
1268,88,2,13,16,88,0,yellow
1269,35,1,35,0,25,0,yellow
1270,109,3,47,2,109,1,red
1271,43,1,21,0,43,0,yellow
1272,28,1,28,0,11,0,yellow
1273,81,1,49,0,81,0,yellow
1274,174,2,44,4,174,1,red
1275,53,1,38,2,53,0,yellow
1276,41,1,41,0,32,0,yellow
1277,117,2,40,5,117,1,red
1278,48,1,48,0,19,0,yellow
1279,61,1,41,0,61,0,yellow
1280,43,1,39,0,43,0,yellow
1281,128,1,35,2,128,1,red
1282,168,3,125,2,168,1,red
1283,70,1,70,0,44,0,yellow
1284,40,1,40,2,30,0,yellow
1285,45,1,25,0,45,0,yellow
1286,30,1,30,0,28,0,yellow
1287,124,5,124,7,111,1,red
1288,66,1,28,1,66,0,yellow
1289,55,0,21,1,55,0,yellow
1290,35,0,35,0,8,0,yellow
1291,78,1,33,1,78,0,yellow
1292,48,1,48,0,29,0,yellow
1293,75,1,54,0,75,0,yellow
1294,55,1,27,0,55,0,yellow
1295,57,1,44,0,57,0,yellow
1296,84,1,62,0,84,0,yellow
1297,32,1,29,1,32,0,yellow
1298,63,1,39,0,63,0,yellow
1299,75,1,10,0,75,0,yellow
1300,264,15,8,52,264,1,red
1301,70,1,44,1,70,0,yellow
1302,56,1,41,1,56,0,yellow
1303,169,5,69,8,169,1,red
1304,73,1,45,1,73,0,yellow
1305,51,1,24,0,51,0,yellow
1306,50,1,32,1,50,0,yellow
1307,60,1,29,0,60,0,yellow
1308,35,1,17,0,35,0,yellow
1309,35,1,35,0,31,0,yellow
1310,116,3,19,25,116,1,red
1311,45,1,45,0,28,0,yellow
1312,44,1,44,0,43,0,yellow
1313,150,4,18,44,150,1,red
1314,34,1,30,1,34,0,yellow
1315,67,1,21,1,67,0,yellow
1316,76,1,59,0,76,0,yellow
1317,154,3,2,28,154,1,red
1318,97,2,25,6,97,0,yellow
1319,218,1,38,5,218,1,red
1320,61,1,29,1,61,0,yellow
1321,27,1,13,2,27,0,yellow
1322,189,10,7,25,189,1,red
1323,148,3,18,23,148,1,red
1324,61,1,21,3,61,0,yellow
1325,35,1,35,0,17,0,yellow
1326,53,1,46,0,53,0,yellow
1327,141,4,43,6,141,1,red
1328,80,1,44,0,80,0,yellow
1329,71,2,16,3,71,0,yellow
1330,92,2,2,9,92,0,yellow
1331,36,1,26,9,36,0,yellow
1332,178,3,169,3,178,1,red
1333,28,1,28,3,17,0,yellow
1334,26,1,26,2,15,0,yellow
1335,112,2,27,2,112,1,red
1336,36,1,36,0,15,0,yellow
1337,75,1,43,3,75,0,yellow
1338,68,1,40,1,68,0,yellow
1339,48,1,48,3,29,0,yellow
1340,35,1,35,1,35,0,yellow
1341,43,1,28,4,43,0,yellow
1342,33,1,33,2,15,0,yellow
1343,46,1,32,4,46,0,yellow
1344,69,1,36,2,69,0,yellow
1345,36,1,27,3,36,0,yellow
1346,36,0,36,0,16,0,yellow
1347,58,1,21,1,58,0,yellow
1348,46,1,21,0,46,0,yellow
1349,58,2,39,7,58,0,yellow
1350,47,1,25,5,47,0,yellow
1351,44,1,27,5,44,0,yellow
1352,113,1,42,0,113,1,red
1353,50,1,35,1,50,0,yellow
1354,28,1,23,5,28,0,yellow
1355,50,1,15,10,50,0,yellow
1356,73,1,44,0,73,0,yellow
1357,46,1,29,4,46,0,yellow
1358,109,1,25,0,109,1,red
1359,59,2,4,10,59,0,yellow
1360,41,1,41,1,17,0,yellow
1361,109,2,23,5,109,1,red
1362,137,3,9,10,137,1,red
1363,90,3,7,10,90,0,yellow
1364,19,1,19,0,11,0,yellow
1365,105,2,23,3,105,0,yellow
1366,108,1,52,1,108,1,red
1367,72,1,29,2,72,0,yellow
1368,150,3,146,1,150,1,red
1369,226,1,48,0,226,1,red
1370,57,2,27,13,57,0,yellow
1371,70,1,14,0,70,0,yellow
1372,35,0,35,1,20,0,yellow
1373,180,2,107,0,180,1,red
1374,65,0,21,0,65,0,yellow
1375,30,1,30,2,21,0,yellow
1376,154,2,13,4,154,1,red
1377,43,1,43,0,42,0,yellow
1378,49,1,49,3,43,0,yellow
1379,171,3,110,2,171,1,red
1380,52,1,25,1,52,0,yellow
1381,151,2,30,5,151,1,red
1382,43,1,43,0,25,0,yellow
1383,53,1,48,0,53,0,yellow
1384,24,1,23,0,24,0,yellow
1385,43,1,43,2,23,0,yellow
1386,49,0,24,0,49,0,yellow
1387,154,2,0,23,154,1,red
1388,62,1,62,0,60,0,yellow
1389,44,1,44,0,32,0,yellow
1390,95,2,10,16,95,0,yellow
1391,421,27,0,91,415,2,black
1392,96,1,59,0,96,0,yellow
1393,28,1,28,2,13,0,yellow
1394,47,1,47,0,29,0,yellow
1395,112,3,6,19,112,1,red
1396,69,1,56,0,69,0,yellow
1397,82,2,41,6,82,0,yellow
1398,54,1,15,0,54,0,yellow
1399,180,1,35,4,180,1,red
1400,123,4,89,14,123,1,red
1401,39,1,31,0,39,0,yellow
1402,22,0,13,0,22,0,yellow
1403,43,1,43,0,24,0,yellow
1404,74,1,34,0,74,0,yellow
1405,41,1,20,1,41,0,yellow
1406,51,1,44,1,51,0,yellow
1407,60,1,49,1,60,0,yellow
1408,57,1,32,5,57,0,yellow
1409,41,1,35,1,41,0,yellow
1410,50,1,42,2,50,0,yellow
1411,86,1,86,1,19,0,yellow
1412,53,1,29,0,53,0,yellow
1413,176,8,10,17,176,1,red
1414,41,1,41,3,24,0,yellow
1415,48,1,29,8,48,0,yellow
1416,36,1,34,5,36,0,yellow
1417,89,1,38,3,89,0,yellow
1418,58,1,45,4,58,0,yellow
1419,36,0,36,0,27,0,yellow
1420,42,1,42,1,31,0,yellow
1421,87,3,5,24,87,0,yellow
1422,168,4,168,1,165,1,red
1423,28,1,15,0,28,0,yellow
1424,82,2,50,1,82,0,yellow
1425,74,1,12,10,74,0,yellow
1426,62,1,45,3,62,0,yellow
1427,31,1,31,0,20,0,yellow
1428,28,1,28,1,27,0,yellow
1429,64,1,44,2,64,0,yellow
1430,59,1,30,1,59,0,yellow
1431,80,1,11,2,80,0,yellow
1432,50,1,43,1,50,0,yellow
1433,68,2,13,5,68,0,yellow
1434,64,1,22,0,64,0,yellow
1435,32,1,32,3,19,0,yellow
1436,74,2,32,6,74,0,yellow
1437,32,1,32,1,15,0,yellow
1438,25,1,18,0,25,0,yellow
1439,69,1,41,2,69,0,yellow
1440,55,0,22,0,55,0,yellow
1441,55,2,26,13,55,0,yellow
1442,69,0,24,0,69,0,yellow
1443,55,1,55,1,40,0,yellow
1444,87,1,35,3,87,0,yellow
1445,60,2,23,0,60,0,yellow
1446,21,0,21,0,20,0,yellow
1447,151,1,74,0,151,1,red
1448,20,0,20,0,19,0,yellow
1449,43,1,40,1,43,0,yellow
1450,154,4,142,1,154,1,red
1451,85,1,17,3,85,0,yellow
1452,162,3,151,1,162,1,red
1453,23,0,23,0,17,0,yellow
1454,78,1,43,2,78,0,yellow
1455,61,1,50,4,61,0,yellow
1456,32,0,32,1,20,0,yellow
1457,47,1,31,3,47,0,yellow
1458,63,1,27,7,63,0,yellow
1459,121,2,60,1,121,1,red
1460,28,0,28,0,19,0,yellow
1461,56,1,30,0,56,0,yellow
1462,68,0,21,0,68,0,yellow
1463,166,11,18,8,166,1,red
1464,56,1,56,1,50,0,yellow
1465,60,1,46,3,60,0,yellow
1466,62,1,25,4,62,0,yellow
1467,54,1,16,10,54,0,yellow
1468,46,1,33,1,46,0,yellow
1469,36,1,27,4,36,0,yellow
1470,157,0,36,0,157,1,red
1471,58,1,26,1,58,0,yellow
1472,34,1,3,0,34,0,yellow
1473,30,1,30,0,27,0,yellow
1474,76,1,31,3,76,0,yellow
1475,49,1,28,0,49,0,yellow
1476,23,1,23,0,17,0,yellow
1477,52,2,26,11,52,0,yellow
1478,161,7,34,4,161,1,red
1479,31,1,31,2,20,0,yellow
1480,40,1,40,1,24,0,yellow
1481,165,6,38,4,165,1,red
1482,58,2,30,9,58,0,yellow
1483,38,0,38,0,20,0,yellow
1484,67,1,34,1,67,0,yellow
1485,36,1,36,0,27,0,yellow
1486,98,3,5,24,98,0,yellow
1487,31,1,28,2,31,0,yellow
1488,235,4,111,5,235,1,red
1489,24,0,5,1,24,0,yellow
1490,156,6,0,9,156,1,red
1491,63,1,12,13,63,0,yellow
1492,36,1,36,2,23,0,yellow
1493,35,1,35,0,25,0,yellow
1494,38,1,30,11,38,0,yellow
1495,60,1,3,5,60,0,yellow
1496,44,1,15,8,44,0,yellow
1497,54,1,54,0,31,0,yellow
1498,70,2,18,15,70,0,yellow
1499,69,2,18,13,69,0,yellow
1500,73,2,15,18,73,0,yellow
1501,27,0,27,2,20,0,yellow
1502,70,2,3,6,70,0,yellow
1503,75,1,15,8,75,0,yellow
1504,30,1,30,1,29,0,yellow
1505,160,1,33,0,160,1,red
1506,40,1,24,3,40,0,yellow
1507,30,0,30,1,21,0,yellow
1508,40,1,40,0,25,0,yellow
1509,34,1,12,1,34,0,yellow
1510,60,1,44,0,60,0,yellow
1511,31,1,28,2,31,0,yellow
1512,201,2,95,2,201,1,red
1513,47,2,7,0,47,0,yellow
1514,28,1,28,2,27,0,yellow
1515,59,1,35,2,59,0,yellow
1516,43,1,36,4,43,0,yellow
1517,53,1,40,4,53,0,yellow
1518,51,1,31,6,51,0,yellow
1519,64,1,45,1,64,0,yellow
1520,64,1,35,3,64,0,yellow
1521,34,0,28,2,34,0,yellow
1522,21,1,21,0,18,0,yellow
1523,164,6,0,15,164,1,red
1524,120,1,27,1,120,1,red
1525,15,0,14,0,15,0,yellow
1526,46,1,33,2,46,0,yellow
1527,33,1,33,1,19,0,yellow
1528,53,1,7,4,53,0,yellow
1529,43,0,18,2,43,0,yellow
1530,28,1,8,2,28,0,yellow
1531,59,1,13,3,59,0,yellow
1532,47,1,32,0,47,0,yellow
1533,35,0,35,1,27,0,yellow
1534,30,0,19,0,30,0,yellow
1535,23,1,19,4,23,0,yellow
1536,50,1,33,4,50,0,yellow
1537,60,2,39,8,60,0,yellow
1538,50,1,23,4,50,0,yellow
1539,60,1,26,2,60,0,yellow
1540,63,1,31,2,63,0,yellow
1541,45,1,45,0,20,0,yellow
1542,81,1,44,0,81,0,yellow
1543,44,1,31,0,44,0,yellow
1544,134,1,36,0,134,1,red
1545,154,3,88,1,154,1,red
1546,103,3,38,13,103,0,yellow
1547,66,1,43,0,66,0,yellow
1548,500,3,61,9,437,2,black
1549,83,3,14,2,83,0,yellow
1550,40,1,33,5,40,0,yellow
